selected_text_processed,sentiment
lol much better happy freak smile,positive
ikr take go eat,neutral
totally need though,neutral
free go stead grand good grand,neutral
woo whole maybe know come back yay,neutral
find,negative
want hear,neutral
good,positive
interest one,positive
rockin,neutral
one,neutral
want go,neutral
good,positive
really want go,neutral
would interest watch get tattooed know,neutral
awesome,positive
lonely,negative
awesome,positive
back,neutral
occur central,neutral
finish set stiff aundy,neutral
omg bring back high,neutral
get,neutral
get rid,negative
sorry bet bad,neutral
one else well maybe,neutral
do another cape,neutral
laugh nite ever,positive
monday grand bum genuinely sick,negative
cyborgs small,neutral
amaze,positive
july oxm,neutral
excite,positive
discourage,negative
molar whenever come,neutral
well tiny little,neutral
much,negative
good,positive
lovely profile website love,positive
happy,positive
lose,negative
plus,positive
drink,neutral
work,negative
amaze,positive
stupid,negative
great,positive
actually better,positive
safe easy miss u,neutral
work allllllllll thrill,negative
confuse glad back,neutral
get sick get well soo,neutral
get ta,neutral
tire,negative
happy,positive
good,positive
gain,positive
keep think one apparently casual,neutral
really quite,negative
go,negative
drink sound awesome great,positive
enjoy lazying around,positive
dont even know haha stupid defend,neutral
happy,positive
lonely,negative
jus get start like,neutral
one long expensive,negative
good,positive
actually sweden stay though across,neutral
go,neutral
sad live wait new album say,neutral
finally make,neutral
stick,neutral
never better follow local right,neutral
ok im u later,neutral
bad annoy,negative
one million dmv,neutral
mean,neutral
move make,negative
stupid even break new grrrr,negative
good,negative
head,neutral
like,negative
stress,negative
seem like win win,positive
back do,neutral
exhaust,negative
exam active,neutral
happy,positive
happy,positive
get,negative
find one actually like leave,negative
always tryna never even,neutral
debate whether bed start read last even though soon start read wan stop,neutral
cafe,neutral
watch dr hispanic,neutral
might say good enough stiles one old,neutral
ubertwitter include jon use uber,neutral
best ever totally jealous unfixable leave stick long,neutral
miss much,neutral
rock say soon,neutral
make,negative
go get,positive
snuggle,positive
excite go back two puppy,positive
hey good,neutral
thankful last,positive
serious fall apart,negative
im,neutral
currently use find via,neutral
good,positive
happy,positive
follow order,neutral
south u never let,neutral
feel replenish,neutral
miss fell asleep enjoyable though actually could hear,neutral
na see upppppp,neutral
also plurk,neutral
watch eat chinese else alone friday,neutral
glad happy bad,neutral
sad sing key,negative
uploaded run onto,neutral
bad,positive
really unloved,negative
feel great,negative
sad,negative
see,neutral
happy,positive
finally begin like,positive
boy sadly though find much,neutral
hot,negative
say better never hear take,positive
get back,neutral
bring save new wait another,neutral
bad,negative
make like allow,neutral
ready,neutral
around topless find find suspect,neutral
happy,positive
cold get,negative
massive,negative
start really old,negative
wait next,neutral
would love,positive
ily babe sweet,positive
please,negative
two,neutral
alison great around love,positive
oo must compete let login see top,neutral
go pick,neutral
fk,negative
alone,negative
great,positive
id poke u u,neutral
take,neutral
u,neutral
sure like learn new,neutral
rude,neutral
still direct complain ya u,negative
find earlier go,positive
june,neutral
yay buy,neutral
lovely weather great stupid,neutral
go spanish write boo,neutral
cry,negative
leave,neutral
try make feel ebtter stop win almost cry,neutral
linkedin say friend never idk,neutral
first admit,neutral
selective,neutral
get still aint love,neutral
take need see lemon,neutral
good,positive
kill,negative
bad,negative
n,neutral
well enterprise e ncc b,neutral
like,positive
anwar ep think one next,neutral
neomonia,negative
happy,positive
best,positive
great,positive
good,positive
amaze,positive
get twitter,positive
okay maybe work soon,neutral
really need swag,neutral
na start,negative
good gorgeous,positive
miss,negative
quite cool impress,positive
suck ran get do,negative
eric else need hair play,neutral
go,neutral
play last,positive
please alpha,neutral
th,negative
nice,positive
tad tipsy many birthday,neutral
nice,negative
fellow one fat aka let borrow,neutral
twilight,positive
wish good,positive
miss,negative
good,positive
skip u barley get hr last nite get new shes black,neutral
good hardest keep empty every least several,neutral
bad take,negative
omg go thru,neutral
able make tonight compare know,neutral
contributed economic wal mart un expect,neutral
good bad curve grade might end surprised,neutral
good,positive
much may,neutral
omgg na fail,negative
good,positive
frustrate,negative
raft,neutral
errr ok espressos,neutral
yet,neutral
really flat,neutral
still come na,neutral
say false goodnight,neutral
take,negative
accept,positive
sure,positive
want,neutral
know,positive
make second,neutral
miss,negative
go tonight get foot get go,neutral
work,positive
double butter dish,neutral
like happen closed hard lock,negative
look forward,positive
favorite,neutral
good,positive
say oh ask call old,neutral
hurt make better,neutral
love,positive
cheese get ready go london,neutral
taint,negative
go new bear single little puppy,neutral
really turnon,negative
hopefully,positive
ugh,negative
back,neutral
rae,neutral
amuse still depresse,neutral
na go go,neutral
find weird think u give ff sort vote want,neutral
steady,positive
wish see like biggest iloveyouuu,positive
super sad,negative
mayb u know,neutral
slouchy good start,positive
probably go also mike move orillia arsenal available,neutral
do much,negative
better,positive
happy bless,positive
make,neutral
tire,negative
happy,positive
great,positive
say younger,negative
bore,negative
yoga could better,neutral
abby see forever see star,neutral
make,positive
piss,negative
look forward see maybe home soon,neutral
alone dvd laptop,neutral
try old,neutral
hopefully,positive
checked think lazy run around,neutral
na somethin,neutral
best notting,neutral
try pretty hard follow interest say unfollowed,neutral
fair,positive
na see lol go,neutral
fair,negative
nice,positive
love,positive
must hve na walk,neutral
na move back,neutral
still want,neutral
wrong,negative
think stick least compare used like,neutral
try make,neutral
type,negative
yes,neutral
totally exhausted,negative
ouch apply ec,neutral
oh always dha need ill make,neutral
go begin,neutral
bricked,negative
awesome come one three,neutral
gutted birthday soon wait,neutral
great,positive
excellant usual kitty hard,neutral
hog,negative
best,positive
always want never get must get dvd good,neutral
another fool marathon,neutral
take,neutral
youu,positive
happy,positive
na,positive
go,neutral
happy excite go tonight na miss,neutral
may die love go,neutral
happy,positive
though,positive
happy,positive
good,positive
miss favorite,negative
endless tea holiday know rain,neutral
bully,negative
must look hard good,positive
cross,negative
great,neutral
still need first one,neutral
surely ruth must right walk,neutral
go happen,negative
come well,neutral
nice,positive
leave passive agressive dog,negative
graduate beautiful big wish attend lil kdg sad,neutral
take,negative
longest,neutral
hey finish,neutral
well look like,neutral
stupid,negative
look funny,negative
work,neutral
perfect,negative
sunny outside good,positive
like,positive
know,neutral
know,neutral
good,positive
buy need new,neutral
sadly base quite problematic,negative
great,positive
really nice outside stuck,neutral
beat irregularly ever since last want,neutral
bad great one,positive
bore,negative
follow,positive
ugh,negative
stress,negative
ooh snazzed profile,neutral
totally exhausted,neutral
next favorite one feel guilty slack little,positive
good,positive
get ticket lookin slim,neutral
regret,negative
shall mine shall mine,neutral
piss,positive
new favorite davey hi low really flygroups come,neutral
lose many feel,negative
underwood make,negative
really bore,negative
eat nasty,neutral
love,positive
good,negative
ok wild one one,neutral
think,neutral
happy mother,positive
bad,negative
liesboystell one really several,negative
good,positive
two hangover,neutral
good,positive
expensive,negative
work hard maybe hardly work,negative
serious,negative
totally bored,negative
adidas,neutral
b hurt,neutral
know always click lol always end want one,neutral
good buy breakfast,neutral
think,neutral
well begin new till friday,neutral
le bad quite like,neutral
weho,neutral
old ground make ground,neutral
bed never go vallejo happy love,neutral
could go think allow p either two show go bound,neutral
awe miss much last like six miss,negative
missed,negative
sam sean tease say na get without,neutral
bad,negative
lose ride extra lay around,neutral
tough,negative
nyt,negative
great stuff great great,positive
good,positive
lose upset,negative
great,positive
yes common remember promise nic clearly keep,neutral
amaze,positive
cold go,neutral
wait leave six,neutral
interest setup,positive
look tab like,neutral
yes good,positive
get newww,negative
